name,countryCode,countryName,year,tei,isai,isli,soi,tpi,auci,uai,notcd,tasi,l3ai,cjci,cjli
Hana Financial Group (KR),KR,Korea,2017,322913050867,30475693347,37194038079,43680018238,931217182280,157544531312,25020663004,312763581530,25125476292,2670650764,29559818407,20290970854
Handelsbanken (SE),SE,Sweden,2017,288883140713,15701473405,15607449643,151847848466,8651812289964,233488030665,7715842795,419116658467,2625192476,162368090,110517882442,68212271517
HSBC (GB),GB,United Kingdom,2017,2168531135753,233563013232,221653127659,386939076459,84732260854292,6459190331340,184370303741,21130045262854,92422275062,11296112730,1341440601737,1163205045458
Hua Xia (CN),CN,China,2017,361362923093,19587155942,37255138087,64716185672,7733843385708,350537260658,12896314886,93228947673,5389908251, -   ,904233508,1159602274
ICBC (CN),CN,China,2017,3612091494259,216096869230,242462174557,505980960642,46322959549260,1993404492360,153581044862,717633875897,65561045435,21771692868,209095717721,221544256849
Industrial Bank (CN),CN,China,2017,907420960184,44384608022,209879146090,133503087969,25885826067025,1439281557582,42141612379,511794583497,79673840781,2223361178,13449920364,31920756142
ING Bank (NL),NL,Netherlands,2017,1085213695430,132974366408,113912272000,171967628000,26954151210420,189815550000,37659000000,3800937000000,7991225000,2034000000,720420105000,594215000000
Intesa (IT),IT,Italy,2017,688523677487,145310577876,95746803388,149180494289,10294598201533,380807971337,23419382000,2618621038561,21698377765,2854878052,169257575944,121014515402
Itaú Unibanco (BR),BR,Brazil,2017,350958106206,19417523056,5192111757,145320990908,6874258005230,155476595907,26151057941,677937633860,22254605673,2380377050,83892352042,40916173003
JP Morgan (US),US,USA,2017,2711871674575,257706995694,350136746362,563372800682,242761484148233,19397196694008,422056199361,37300110056386,203657133285,16015175516,541601767584,590928875053
Kookmin (KR),KR,Korea,2017,353574766932,33919992740,38848416334,59908748949,432310692615,209316102106,33993719099,259438824655,9745689116,3041455954,7961094060,3938082926
Lloyds (GB),GB,United Kingdom,2017,810088365036,51849013229,76174160038,163699378991,13760547999821,31492397692,25864770131,4221508515917,12692312029,4160138860,59023026733,107561737108
Mizuho (JP),JP,Japan,2017,1599612649823,95625944573,167085880735,184091920436,44381364357975,1037311037981,125458357395,8653388746752,80278100687,14083535720,334664399205,236522826999
Morgan Stanley (US),US,USA,2017,910467189003,156807901243,40769487192,257931938577,10921708262532,1517960661735,271040940492,23727235781736,178548057996,15123822226,278999416268,244413407770
MUFG (JP),JP,Japan,2017,2414451078156,191515804036,222562648160,246489913894,63658876051141,1635365487036,112560406714,10414968705343,115032088052,9696111725,656527339945,566087848056
National Australia Bank (AU),AU,Australia,2017,564397326997,39794021248,53617558419,203368197125,15705991128851,386820777302,3210377425,4174829269104,16151587144,458619824,131766558638,178659999247
Nomura (JP),JP,Japan,2017,582066760550,86292989113,91365510796,46824993423,9879132559357,244043844020,88277025698,23008226869446,38675903761,4996150856,199267758948,148777722661
Nordea (FI),FI,Finland,2017,543607672300,98850542000,46707781000,228955258000,27555231839000,720000000000,76203242000,7228676596000,26685619000,2342000000,344638000000,309756000000
Norinchukin (JP),JP,Japan,2017,790313744717,69767773664,34746126246,34717088789,6843939535945,39190552730,247463159,207492525274,102003081693,10979661135,344688827221,136743919859
Ping An (CN),CN,China,2017,466280139539,40577044153,62006869839,75702269382,9533266187084,785555711323,13473809631,360348401599,5788651658,108400389,4923912147,27706337774
PNC (US),US,USA,2017,372788600606,22302177099,11660135076,88637867071,2504012340007,78632972551,25632452258,343116818072,15386926537,6003752188,6456266154,3015925956
Rabobank (NL),NL,Netherlands,2017,619543900000,22346000000,44257000000,152769000000,17560415073532,10000000,7177000000,2910541000000,1903000000,1432000000,221848000000,68673254058
RBC (CA),CA,Canada,2017,885458782015,96208279761,86923464285,233912640993,25244196015384,2700386331597,156546977784,8602569289121,35761208949,2376670655,337491861002,224185727818
RBS (GB),GB,United Kingdom,2017,776287884885,108672148819,120581205905,95195157978,32567741176981,27407774764,49293870471,15748876564091,11049789151,3746491891,234374668811,201388171046
Santander (ES),ES,Spain,2017,1495034663106,96431298814,151209156560,322521226266,12622725138009,1016219000000,58496466139,4673700305000,19956178441,1359645000,935174423000,809432849940
Sberbank (RU),RU,Russia,2017,446189038902,31698178247,13255130183,89044846057,1597055845621,3008992370,4806029481,60034297490,16272769084,5300322767,79030723460,50505821650
Shanghai Pudong (CN),CN,China,2017,880240132830,65155425075,220315334704,138610527247,13485499319296,1317613139897,60984957138,420245373955,3926246728,2673235608,12394290387,26997797367
Shinhan (KR),KR,Korea,2017,367151575930,28642440459,51199316652,67239048693,1072309128206,121180167309,5293501912,143124045073,24780041128,3686190588,22631375135,21820123534
SMFG (JP),JP,Japan,2017,1579380247909,223203613733,147323205824,223871903994,24528131193756,96764956418,69918289904,5304928615784,76450180255,6512606692,362012505314,247486401391
SMTH (JP),JP,Japan,2017,526722990806,38118059202,96661665346,79519075332,22860038824309,2491615438112,154647809,1576315007396,25835390839,4161573357,61903238877,97532978611
Société Générale (FR),FR,France,2017,1160560638161,162938155202,172910609815,231037229653,28208825376823,2404634546034,109976148666,15307275988652,82505042565,6194414218,474260668304,386830434039
Standard Chartered (GB),GB,United Kingdom,2017,639213021172,110319059309,130355378862,95573279558,25444845237306,1088639164025,34995413984,5113788875773,41837214599,1615942633,497017258412,403245026414
State Bank of India (IN),IN,India,2017,499218150121,30096188593,26724846798,38423925275,2149772569671,60726938679,707779468,70966211449,7487589579,368602777,52494132391,59078605726
State Street (US),US,USA,2017,203417715375,26691210701,151263635422,74606186927,61938888429442,20862220088181, -   ,1412683511753,30390808799,1812299674,87772867488,114725256376
Toronto Dominion (CA),CA,Canada,2017,908839491844,54235229885,25260875400,219890657520,17999024402563,272931659455,89399287706,6826674920455,61632173653,2384467051,386002505304,304128443237
UBS (CH),CH,Switzerland,2017,769229923719,124957498615,219120609682,220616900540,17823949741377,3275669493554,95292508729,14651953937629,69756036075,4526905657,456008047640,459113726907
Unicredit (IT),IT,Italy,2017,959035238800,147286190000,189996533000,147483216000,13026642532025,385151511000,59587079000,2329743968000,27442413000,3462803000,466824514000,410265225000
US Bancorp (US),US,USA,2017,471249145236,11660968896,10493621277,125810889659,6925518217509,1247267572489,24657716996,280083381914,10438589175,2635704160,12050362709,37321771025
Wells Fargo (US),US,USA,2017,1880497424354,132689342088,149376923174,493435737410,36875667171459,2886338923768,219021049733,6017251226121,132135584063,20742099554,130976402874,140169934933
Westpac (AU),AU,Australia,2017,592910414727,30508401044,79225745948,212078567898,11534281590382,393855076,1409090316,2661961606206,20068421727,836614048,90328162592,125704411319
ABN AMRO (NL),NL,Netherlands,2016,479926023900,93217668000,38147759000,91979000000,3383064183000,177147436000,6540341000,1210412451000,1646136000,2195967000,119555758000,119782786000
Agricultural Bank (CN),CN,China,2016,2856564741655,269371214398,179403193568,211839303607,28436303491824,1230007646544,60592370419,218207431320,18181051700,16749176259,47999644681,59297254655
ANZ (AU),AU,Australia,2016,619920517304,40851260644,71129595525,188207851616,18621412811872,9311443438,19465881071,5140521377650,22938887375,117840504,206411998843,162771235671
Banco Bradesco (BR),BR,Brazil,2016,327814971624,15267166823,25794153812,139380159855,8120683562390,258587047430,14122236622,57579543719,24332703962,1542620607,21528692581,779851333
Banco do Brasil (BR),BR,Brazil,2016,349568547010,22044868706,8498820213,100446720382,7531901833972,237826624543,18148395967,11507228023,12582503100, -   ,7300870690,30584557502
Bank of America (US),US,USA,2016,2640272269770,214373399075,110739967728,494789868057,101541034041609,2484689308026,464541314793,30144980547415,198096006041,13718812255,359998102591,279424153262
Bank of Beijing (CN),CN,China,2016,339721597236,50951336215,51255539818,63935798250,5871043350937,197619659538,24997131154,7159698280,6721294471,683041,70989150,409023830
Bank of China (CN),CN,China,2016,2680172377959,245206046406,202960603428,307458019622,59132975119318,1121011854391,87011901168,1112617578127,90110459022,1214502333,402254958424,550695402921
Bank of Montreal (CA),CA,Canada,2016,537622644199,84686476576,45261516462,148653442246,19846411535230,130312235605,34660278554,3002225117808,20985964886,1319499106,205444479000,185286474361
Bank of Nova Scotia (CA),CA,Canada,2016,721703709759,73891744640,46181229574,195962556174,10297115540818,188658708642,38939500961,2584064863328,30293030176,1583236454,264175877325,213256823229
Barclays (GB),GB,United Kingdom,2016,1331969569947,216437109725,223194818509,212191013518,44223226421753,139322105205,296172008205,30374642999468,88716703143,25474218894,734604872764,565625218963
BBVA (ES),ES,Spain,2016,773146134600,72160621917,99424282252,132801415000,6568271592620,680291810000,27500600000,2132941361000,14872745303,1263540000,373789126000,379645305991
BNP Paribas (FR),FR,France,2016,1879936646252,143431587006,180092439477,297840992762,32208145386675,5060144115508,162370471542,21550965472577,85741679830,14896171297,1008274489000,843713145805
BNY Mellon (US),US,USA,2016,354775637930,74695000463,198843563198,73734939748,167491860328609,23093444641109,7048667108,792053884707,21198178538, -   ,83943648597,137267811382
BoComm (CN),CN,China,2016,1251194968797,127760750703,224290990976,126196005212,15129908488010,957567959883,111488483602,383594695795,37316952920,809404112,76974823623,81043970444
BPCE (FR),FR,France,2016,1163157300000,64662873000,113985355000,280598784704,23280312066973,87736266000,38350042926,8915294000000,28221568114,14889055000,208648496542,118952351459
Caixa (BR),BR,Brazil,2016,392793064625,13986696776,8319642409,175466111007,6399505058865,74502885049,1440225925,3686895211,12968258656,73952485,533611718,5423764458
CaixaBank (ES),ES,Spain,2016,328168854569,11788204677,12079792269,55684081045,2550528190290,87883875976,15000000,459649949000,3949302236,640213000,20287823000,17917523000
Capital One (US),US,USA,2016,381948836199,25225514653,1298115928,103773217895,748605034510,4203660942,2239417512,136575544993,7264045156,859120577,9077886347,849065553
China Construction (CN),CN,China,2016,3050486091120,217535944921,274290407555,245406958584,42241291880419,970035788595,215438258078,745140431189,71627802165,38618910959,96498324889,104396634103
China Everbright (CN),CN,China,2016,624886887914,52016611419,123348815253,84200568049,10948661179073,605532497379,26649271802,61443266402,12595147638,8606322,962790508,369248875
China Guangfa (CN),CN,China,2016,321133167847,33299256756,86966675525,13197662594,7769454570533,279084587054,30078348866,256592715312,12536725737, -   ,5274885917,8920667443
China Merchants (CN),CN,China,2016,933032428137,63288052065,120592180486,97394960120,14505075255326,1389133756471,55173991267,364439904970,18750911591,255867325,49808251661,51424975105
China Minsheng (CN),CN,China,2016,913708578413,103980566911,177702905150,114577697131,14829815946188,966007210153,34896997250,127960847698,32891720077,612141743,10134758584,15305449288
CIBC (CA),CA,Canada,2016,386814576637,24747686761,22045588511,101056633002,13052970338731,1162115871790,26699804747,1874341051754,29552189062,2200409500,83175609614,77996957940
CITIC (CN),CN,China,2016,924775011864,78964267998,189889596939,27446381168,13339911625434,897481896833,84855143059,336823608254,55271420431,13524221,33286795347,30409141740
Citigroup (US),US,USA,2016,2279926856678,182130727606,343250165965,444890427784,146503696021105,11624335450226,372933307977,39654103968753,143174271868,18523859213,745619960039,719609145130
Commerzbank (DE),DE,Germany,2016,492525024763,106847000000,120757000000,63127000000,25553212756817,279460957610,33631000000,3811392000000,6929000000,5352000000,207292000000,106954000000
Commonwealth (AU),AU,Australia,2016,711204141747,60190741742,53090296219,260323465756,9871405985497,271400583,1511632484,2483950398302,30067758301,265826254,129375856448,175543359564
Crédit Agricole (FR),FR,France,2016,1447004041681,161810603483,139491870830,241994049060,28460779316737,2522000000000,72429394829,13362356968597,19601164093,4680809051,355189839349,191928243689
Crédit Mutuel (FR),FR,France,2016,687372436180,69653037878,70801311794,148142547870,5661405959158,316423186632,2755000000,456029156000,30545022475,7515836869,90872956477,65321355957
Credit Suisse (CH),CH,Switzerland,2016,895845516330,207864791877,169912468570,253150200201,32393516155616,1422944408212,192679020390,27094913864974,68470993574,21481515970,495922339131,341821398636
Danske Bank (DK),DK,Denmark,2016,456299095684,50264881366,30932178082,187066830734,581466325203,142483115683,17875597576,4267053236379,651105591,1300575701,175397489889,183943478798
DBS Bank (SG),SG,Singapore,2016,353357453386,62614546448,42450545946,51916601328,5675069527995,606961914315,13031377191,1347661809935,7191151376,103715374,164483392512,133370093294
Deutsche Bank (DE),DE,Germany,2016,1363142568624,210380558995,257683591120,178565061117,100915914244571,2893273578316,247190000000,35908873179273,133914720975,25196096067,765481463000,550417953000
DZ Bank (DE),DE,Germany,2016,443344237290,158202486105,169668837094,96140844172,6354518153857,869750756272,29216930000,1161857890734,17175342506,3705069938,91717195910,32165731868
Goldman Sachs (US),US,USA,2016,1209629067262,298458400485,94768997234,349913670375,10736738448183,889812161895,324978654726,34416715676241,96032634460,23406697653,359870979927,268665211987
Hana Financial Group (KR),KR,Korea,2016,308710220957,29323383936,40237469404,35504848211,905788461305,142782915764,20244362760,291492182595,16492596341,3084063677,23009691119,17232607814
HSBC (GB),GB,United Kingdom,2016,2266180107260,216115533223,245816855355,372773646059,91931997035683,5933612559550,211874191667,18444765762508,96704174457,15110985673,1409115460836,1261987050518
Hua Xia (CN),CN,China,2016,368517908292,27122892740,40791371704,55203409585,7516135876414,296885056936,12492554812,71765935152,4202890619, -   ,796016500,517335590
ICBC (CN),CN,China,2016,3533260848097,220706059250,293308620013,382356493248,50710443006683,1920936773552,206467524886,675896865982,57823997174,21795852510,203497636874,215489740101
Industrial Bank (CN),CN,China,2016,914203986852,91058465633,239511582978,142976518697,22968136207507,1289897403483,55721155000,260957938968,104213914690,21510067969,11619773399,24079459083
ING Bank (NL),NL,Netherlands,2016,1098265500000,149151000000,127964000000,181479000000,23947957000000,185573000000,41918000000,3882232000000,8302000000,2456000000,715710000000,617740000000
Intesa (IT),IT,Italy,2016,634857709000,132143820890,78573980000,139605765613,10828680920837,370221072000,25465352000,2478529332000,18793399843,3444240000,150583536638,113146225353
Itaú Unibanco (BR),BR,Brazil,2016,394323052317,38594368983,5262185982,133854700709,9759423464702,172869069539,5308770509,546984894601,2656987118,2779186704,125118131296,40278453231
JP Morgan (US),US,USA,2016,3073537235076,308098852053,365815387477,568049520829,258618870085726,19163974951941,444614362894,42268592157321,249288323649,22047244091,613633431267,662362204621
Kookmin (KR),KR,Korea,2016,328940441250,33983678066,34758851229,44631352119,262872610891,187401559945,43890109984,211777459161,20706772895,2613262421,7131012381,2874060910
Lloyds (GB),GB,United Kingdom,2016,869602420001,63416571278,78606134219,169081267948,22342898688216,13182975542,31568128195,4829245018287,15549300380,5337662641,64297227215,118907239125
Mizuho (JP),JP,Japan,2016,1691233283937,99257836416,165985249053,197622316519,47168345879886,1169671962179,114748075352,7424539798066,78840415264,14380363720,363476186052,249121355730
Morgan Stanley (US),US,USA,2016,1016775922429,192410587201,41210511330,239150934409,9626373207867,1458439426771,269209752353,24138278148203,162316668222,14345887485,286576226120,314095436816
MUFG (JP),JP,Japan,2016,2575649683010,201318851208,234314841293,277993730312,76887580689836,1650808991293,121160992920,11729600854550,119433332168,10277642177,684699228307,606141342896
National Australia Bank (AU),AU,Australia,2016,574530090158,46574025788,62717090625,180436377240,18401046627250,445279293252,2763428338,4015927652920,18266683193,696777668,130885980455,196336354878
Nomura (JP),JP,Japan,2016,631841337342,79921953860,102135379722,51497947815,6333489352702,263549939793,83809983048,23432524687005,40105625110,5094588180,221370267099,175977538215
Nordea (FI),FI,Finland,2016,558586190358,90235273000,44673664000,245041247000,34814323009000,711000000000,59403542000,6779147327000,21544705000,2470000000,357942000000,344864000000
Norinchukin (JP),JP,Japan,2016,878805391673,84790366748,33759055028,49449710006,6674422341909,34770228128,137763376,247758250212,110543256799,9484570836,434758572970,185070668797
Ping An (CN),CN,China,2016,476384042242,41223096528,62384089350,60062338566,10003316447694,746112581059,13914237276,204714152033,7733459212,22130543,3475278193,20335653548
PNC (US),US,USA,2016,409421388229,20793579354,12285361918,83507210878,2520189734925,83902032052,20822502606,353147708891,19899314104,8376931030,7065743287,3143914239
Rabobank (NL),NL,Netherlands,2016,681604900000,26004291431,57893177575,179865187089,13917415000000,214000000,10054000000,3522004251756,3191294811,1678000000,244747000000,129242000000
RBC (CA),CA,Canada,2016,892615068686,89571167828,88775562388,228785909066,28660473525342,2677493709793,138586586459,8268888016027,35438501527,3009746967,333458206712,214863944739
RBS (GB),GB,United Kingdom,2016,810338012987,121680771560,150369081259,95797612646,41547656198710,24328996238,57081870765,22925042221981,12356196644,5299119344,222017566387,173088602854
Santander (ES),ES,Spain,2016,1402130705895,90257863245,147542771986,316574972654,9980729191355,949753000000,45583358968,4462737275511,17983761000,1316143000,901086909556,805468119969
Sberbank (RU),RU,Russia,2016,442566420742,31626750560,9972006520,81419909130,1609303314220,2149300220,4273717080,46284604810,17195956970,5054432500,85265943460,52314153980
Shanghai Pudong (CN),CN,China,2016,902580429372,112490706010,258561532534,142782207391,11349575584302,1033317047123,59708547470,127542529943,22524559332,6445315683,14723365487,34806581891
Shinhan (KR),KR,Korea,2016,347258510297,29120207223,44587656039,58694762583,1081966085090,80319392513,3986826665,158622302231,27585946418,2902569194,21323118122,22029505998
SMFG (JP),JP,Japan,2016,1710261297862,237731023166,156369168783,236420096714,25357443111354,125000302538,78832073753,5356851033237,88006553047,7027544818,373047676016,343299671405
SMTH (JP),JP,Japan,2016,551834684741,34987821329,88299962590,89891080960,21053106113841,2642530741315,121961106,1475545335570,22306807916,3435810494,72257474180,102245076533
Société Générale (FR),FR,France,2016,1227083198815,180500988128,203528625229,234364040294,28571217535531,2433937232582,110129060000,15487488962907,78320768902,6335369485,471895949824,397323779744
Standard Chartered (GB),GB,United Kingdom,2016,687145431443,124860455547,154187098194,101105316779,26816592080977,818618631880,30598140589,5312930461175,45053821223,2168674698,448141825395,478396171257
State Bank of India (IN),IN,India,2016,525237888048,36112708753,15003246090,46673648974,1617749730811,48621839736, -   ,88246423041,4219512663,343257407,47573508876,61511844667
State Street (US),US,USA,2016,244292792391,33422043444,156529004814,93180607138,75193064421406,20609661887489, -   ,1371626649060,37791245606,1277818044,81965657894,128639597741
Toronto Dominion (CA),CA,Canada,2016,877089312728,57595050138,28925723590,208880282141,17287043401704,282551864767,94090090510,6054458785080,50957264784,2300535662,370225508633,303207434953
UBS (CH),CH,Switzerland,2016,827037217615,122870325504,200925830578,200175062852,22899374171900,3217559781193,88714032963,15643084029990,61369847313,6230018624,469066014138,481467345274
Unicredit (IT),IT,Italy,2016,974373433600,133773928000,193972629000,150378956000,13053531707293,442347516000,57262522768,2186154725000,46169931000,3914812000,446931353753,357564799000
US Bancorp (US),US,USA,2016,522504506132,13047149225,13203680863,136829522794,7703739681937,1212685703254,23340290291,260765581972,10961009390,3408595009,9816905415,36027891086
Wells Fargo (US),US,USA,2016,2157950068631,156097144459,165701886892,543914790732,34946264443828,3036145837681,212280838597,6579365881715,153368644317,22258798972,138039085454,141814367685
Westpac (AU),AU,Australia,2016,608431625331,33903068464,74378030238,221609560619,11327784352452,525951631,1274253221,2820289017210,20611126344,1087284188,100133598284,131013645626
ABN AMRO (NL),NL,Netherlands,2015,464177418046,90948637176,58548438521,83827236000,3950733033000,191709741000,4969335727,1248949000000,926941000,1988576000,112247683000,121133777000
Agricultural Bank (CN),CN,China,2015,2694064691715,240649055008,211482854116,211615560405,26560594432596,1011940572566,64645293191,217605011367,17949977035,35087729040,44017227492,47276478727
ANZ (AU),AU,Australia,2015,602124365316,50059294491,69030807396,184310900028,16393889377162,8105658859,22076659735,4263679198054,21703312779,107404175,186758080190,141439582018
Banco do Brasil (BR),BR,Brazil,2015,338421468891,22208241548,10837202437,95438077996,4986613993270,197138182239,26485467,8665139244,17888647886, -   ,11468291921,21835703033
Bank of America (US),US,USA,2015,2579942185256,235409842881,164696316672,448300463758,100412072365371,104013043056,434236124641,36705101148427,210556187150,16626251489,328230917537,251039772151
Bank of Beijing (CN),CN,China,2015,307369986179,123418620490,62581588768,44329593965,5028751136518,117275336157,31031752753,4143400810,2382293915, -   ,15436605,100543278
Bank of China (CN),CN,China,2015,2597511524640,222619407721,240032256277,265776073427,55214197551512,974690329533,92199298108,861074712627,57814493351,1166584863,354031770081,569477608353
Bank of Montreal (CA),CA,Canada,2015,468354644373,83698439016,42756731292,140278384878,16978783546222,98997750760,30582750738,2903745700879,15640872591,1298957397,189602676697,182405041076
Bank of Nova Scotia (CA),CA,Canada,2015,656649539651,89216164644,41277499315,174944680752,9027483063509,173971632764,33739837270,3073847425598,29066994952,2110346653,249406206751,195994776461
Barclays (GB),GB,United Kingdom,2015,1419632225049,232118317540,221781311040,224778357846,41394627703175,150221404741,335726548160,32322141687233,71075262150,39858300978,629619183925,582462054689
BBVA (ES),ES,Spain,2015,788369688100,72961289443,98371318347,131272337000,7016612300853,702665914000,27836512760,1929414725000,14908175323,1324610000,375232886000,375639252475
BNP Paribas (FR),FR,France,2015,1862296105964,187010521139,207370146334,289812279006,32792633702106,4550442136212,156493280236,28088519852131,98903984199,19115461867,1004361783000,771977697749
BNY Mellon (US),US,USA,2015,369443372749,73301184883,247217782623,62895196092,181278299767609,21638367773369,6476531642,951010379144,25156608794, -   ,83854137944,178061908660
BoComm (CN),CN,China,2015,1126021990493,107639478373,208937882270,91999053772,11179072052248,790046453082,123696606526,316154974925,23271267379,211449127,63835413448,62805662882
BPCE (FR),FR,France,2015,1109881928271,93174830280,133895486000,268003990498,30662128021812,92414566000,39732876013,11065162000000,10962957000,15329397000,188527214095,90126376687
Caixa (BR),BR,Brazil,2015,302501087188,9762436579,5556285867,130113736566,5719199518963,58110409190,324577218,5320859857,2199856641,67206191,593155,6967206
CaixaBank (ES),ES,Spain,2015,336433136359,23603678750,23530402411,61684802725,2760423230194,82988971870,594100000,467312662000,3718736718,717639000,20145831000,18142566000
Capital One (US),US,USA,2015,342135499880,20062418476,1671713052,103707946152,688926347788,3810456507,2107021218,96840095506,7896329566,872943878,8297970054,1008542298
China Construction (CN),CN,China,2015,2779310163078,159163079256,253570238869,220228880434,36365060610054,1015076619471,174712365865,432458528893,26576231419,31020643420,78770622912,134354448622
China Everbright (CN),CN,China,2015,528223160074,34738698139,83239292937,59556565785,9901426843233,477584834230,33553846565,31013624496,14449212543,17845003,9682188980,6003852250
China Guangfa (CN),CN,China,2015,314566086598,58302657182,93559930794,10777054434,4140579109821,222213488394,15950600487,226719351749,1941099578, -   ,1982269132,6268156375
China Merchants (CN),CN,China,2015,891686795534,56433678246,138929122872,98152249971,13539517222277,1013607611189,57884421513,334348515504,11089062812,176467256,37847614832,20650687258
China Minsheng (CN),CN,China,2015,811417738218,138719411636,146368031844,74991360697,14813761027577,661261094577,34641258756,204802758744,11606115446,619901427,5462642579,7799668162
CIBC (CA),CA,Canada,2015,334808275712,21021114058,15268045123,90223729191,6591419486166,976421011172,23462912154,1337781674826,25092974340,1954454221,74884620295,65756434264
CITIC (CN),CN,China,2015,855651393746,51917863062,191496451523,23611205512,12461662326601,687630862855,77233221637,371659443417,25693009272,15154090,48532602502,38186607722
Citigroup (US),US,USA,2015,2183693303465,273865160223,368204280254,419677597043,250499908092748,10661194082365,319194452029,40945823450249,151298796697,29977955353,725448700127,675930926646
Commerzbank (DE),DE,Germany,2015,535023188941,127019000000,140759000000,69251000000,29353770151653,78277590000,36509000000,4600541000000,29658320089,5658000000,227844000000,118138000000
Commonwealth (AU),AU,Australia,2015,651479344120,57453162203,48752978544,243340110189,10298576982513,295681580,2730451676,2148362003590,35350473257,333624220,113916224767,167149454959
Crédit Agricole (FR),FR,France,2015,1422900904256,174745277844,179918437991,240351444771,29391100839087,2327000000000,70850574079,14284078605926,7648087722,5644263757,354149097381,220936966961
Crédit Mutuel (FR),FR,France,2015,640785483288,115021074085,75834194846,141506073990,14275835543544,305143116424,1664400000,533089938000,29780438535,8693435871,83114744108,46279601502
Credit Suisse (CH),CH,Switzerland,2015,926491974840,256495511049,161781167331,246518587308,30535654939934,1433779418416,248653133827,28837102928829,80051171145,32743589572,518772496490,640498384803
Danske Bank (DK),DK,Denmark,2015,442132499358,58270318531,21610087521,177277611951,592554290489,88549030893,20322838106,4979199690467,481508462,1159783450,166836544383,293737515665
DBS Bank (SG),SG,Singapore,2015,333998919783,62802738742,40625388212,56491532049,5637275227775,590909257807,9160666795,1322924693283,7705779333,657715509,159916326105,134292663918
Deutsche Bank (DE),DE,Germany,2015,1411887183030,237521710884,230945472841,254245470288,112106156052400,3281277028340,286198000000,35446760046630,124008949032,29159817827,821771000000,611100000000
DZ Bank (DE),DE,Germany,2015,345213087612,137572286800,125767746195,70423521770,5057101866435,687768568362,20006000000,978178853871,16937301181,2105726412,78908776853,26805135126
Goldman Sachs (US),US,USA,2015,1239801689819,266487553905,115946541722,311099476372,11413461924582,944340038372,296684118609,39088177634543,102034536581,24025902447,323499586593,257334435509
Hana Financial Group (KR),KR,Korea,2015,297410854136,25279658532,27863673808,31442313471,1087688254841,150015506870,15438103063,279208293200,13009537133,2277181244,22742236450,17591480158
HSBC (GB),GB,United Kingdom,2015,2603612197467,225935199692,273716664726,355793147713,82344110621765,5679748322451,197006521497,18139121884538,121987691716,15024340954,1361006704948,1119132910567
Hua Xia (CN),CN,China,2015,339494405485,15175334229,47494759766,27846136395,4976421028955,185039230547,29568887357,25347552667,1039400634, -   ,1818632448,1612565147
ICBC (CN),CN,China,2015,3382268188458,173596638175,330911632028,331095635190,48877233108717,1629717452921,168880820747,666128909302,67352436569,26706038956,173118228815,178584354334
Industrial Bank (CN),CN,China,2015,853446940160,105547374016,263257009910,117305906085,13409929171864,1021689896998,54419470842,267826258458,49584370412,28564610222,5797343101,10497913042
ING Bank (NL),NL,Netherlands,2015,1097868500000,148362000000,137913000000,197584000000,21107558896767,163892000000,20757000000,3811793000000,14043000000,2345000000,525799000000,440817000000
Intesa (IT),IT,Italy,2015,595860635900,127356940532,74225476296,171131859762,10376230252077,379008000000,29872783000,2350673316000,19804892116,2954177000,138398000000,112374710000
Itaú Unibanco (BR),BR,Brazil,2015,318750852854,24772566797,6581961740,92238759377,7503930767473,128958770417,4259032208,326995358066,13967575798,1001693067,66891902462,19272113773
JP Morgan (US),US,USA,2015,2872116652263,294012124488,369581151752,531149076765,262475959343927,18130415170110,416284559476,44424146219768,272932855640,28682832730,493606135651,560288417256
Kookmin (KR),KR,Korea,2015,292532745269,20540267559,31877914627,41218723776,639455557947,123121027369,33343684474,130416765449,12167986204,1811921922,3621214592,2525449203
Lloyds (GB),GB,United Kingdom,2015,982781933463,69210436685,88402479741,219805163859,38101224882521,13905579400,35543293143,6642521970762,5370938075,6441855713,68541453784,132936848571
Mizuho (JP),JP,Japan,2015,1520637800228,75339966240,127928171068,181679828803,51803763169094,1045628301029,77478798114,7959617470770,70898769097,11778057918,323866867227,241212468254
Morgan Stanley (US),US,USA,2015,1017677500467,199809807984,55384035994,214474869063,10592232604471,1359951732964,304679893385,23801135742954,147291344691,14820428030,241724993058,288646091606
MUFG (JP),JP,Japan,2015,2370315326329,195872860001,196672095026,238162456797,70789622628636,1549326835138,73994614066,11126635859446,109795573952,10779797128,687313258906,583158400584
National Australia Bank (AU),AU,Australia,2015,611122933347,67354784516,37063838365,167003316421,16664547227793,524922467722,4823790026,3838995771771,22027659754,2464254548,178954151880,255846143573
Nomura (JP),JP,Japan,2015,589310753971,109588930322,124735752733,49137125533,7033999032895,226677929359,70535538740,19509726461523,32880171124,4339948149,165858420288,147507981467
Nordea (FI),FI,Finland,2015,574300744639,98492724000,50283552000,252137435000,34403227147000,683000000000,55820594000,7211442374000,22797021000,2606000000,394944000000,370529000000
Norinchukin (JP),JP,Japan,2015,779408941900,93052451709,57526395795,51654955717,3432486967758,33533402226,233157856,277557856461,116633282222,10464187146,369113438068,170301336317
Ping An (CN),CN,China,2015,432312192401,28910454778,47342832780,54458994423,8715988893266,523057160279,23956208911,182054395384,1777179952,25209608,1915502436,15995079956
PNC (US),US,USA,2015,388207954724,19236704322,12831817762,72009689522,2419261504020,78387067127,15954808484,299828235445,19389349679,8223358132,6303848625,2436851290
